rowid,SiteName,Province_y,Ecoregion,Type,Latitude,Longitude,Year,Date,Phylum,Class,Order,Family,Genus,Species,Count,EPT_index,EPT_to_Total_Ratio,EPT_Class,SamplingDevice,StreamOrder,Velocity-Avg,Depth-Avg,General-Conductivity,Chl-a,General-DO,General-TempWater,General-Turbidity,General-pH,Nitrogen-TN,Phosphorus-TP,As,Se
132,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Plecoptera,Capniidae,Paracapnia,,66.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
133,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Haploperla,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
134,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
135,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
136,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche morosa,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
137,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche sparna,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
138,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,,20,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
139,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,,33.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
140,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,,40,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
141,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,,13.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
142,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
143,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
144,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
145,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Nilotanypus,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
146,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,26.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
147,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum flavum,13.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
148,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Pseudosmittia,,13.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
149,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,1166.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
153,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Arachnida,Trombidiformes,Aturidae,Aturus,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
154,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,,33.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
177,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Rheopelopia,,20,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
178,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,53.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
179,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
180,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,Tvetenia vitracies,33.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
181,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,,20,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
182,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates,,53.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
183,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,Lebertia,,6.66,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
184,Swallow,ON,Abitibi Plains,River,48.17541945,-86.0841,2011,9/27/2011,Arthropoda,Arachnida,Trombidiformes,Sperchontidae,Sperchon,,13.33,0.3005,30.0545,Moderate,Kick Net,4,0.11,16.67,,,10.12,14.19,,7.69,0.215,0.0037,0.0003,0.00006
192,Tagouche,ON,Abitibi Plains,River,48.05924722,-85.96235,2011,9/7/2011,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Epeorus,,52.38,0.5766,57.6587,Good,Kick Net,4,0.14,12.83,,,9.65,13.86,,7,0.321,0.0052,0.00036,0.00009
193,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Annelida,Clitellata,Tubificida,Naididae,Nais,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
194,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais behningi,311.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
195,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais simplex,88.88,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
196,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina leidyi,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
197,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,Stylodrilus heringianus,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
198,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
199,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acerpenna,Acerpenna macdunnoughi,55.55,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
200,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,,,66.66,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
201,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,,,77.77,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
202,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Heptagenia,,244.44,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
203,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium luteum,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
204,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Rhithrogena,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
205,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,,177.77,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
206,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Plecoptera,Capniidae,,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
207,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Plecoptera,Perlodidae,,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
208,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Glossosoma,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
209,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,Ceratopsyche sparna,33.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
210,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Trichoptera,Philopotamidae,Dolophilodes,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
211,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
212,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Ceratopogonidae,Probezzia,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
213,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
214,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Ablabesmyia,,33.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
215,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,,66.66,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
216,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Conchapelopia,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
217,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
218,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,33.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
219,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,133.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
220,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Endochironomus,,122.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
221,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
222,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,,55.55,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
223,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,200,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
224,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Pagastia,,177.77,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
225,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,,133.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
226,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,,533.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
227,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Paratrichocladius,,200,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
228,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
229,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum aviceps,66.66,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
230,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,100,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
231,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,166.66,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
232,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,,33.33,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
233,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Empididae,Hemerodromia,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
234,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
235,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Tipulidae,Antocha,,22.22,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
236,White Gravel,ON,Abitibi Plains,River,48.30710278,-86.15784444,2011,9/26/2011,Arthropoda,Insecta,Diptera,Tipulidae,,,11.11,0.2089,20.8857,Poor,Kick Net,4,0.02,51.17,,,10.98,13.46,,8.07,0.212,0.0026,0.0002,0.00005
1583,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,12,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1584,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,15,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1585,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1586,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,68,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1587,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,12,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1588,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,8,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1589,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,7,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1590,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,5,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1591,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1592,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1593,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1594,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1595,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1596,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1597,St. Lawrence River,ON,Frontenac Axis,River,44.42805556,-75.85472222,2006,10/25/2006,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Agraylea,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,212,,10.74,8.23,,8.35,4390,0.009,0.5,
1598,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,3,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1599,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1600,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1601,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1602,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Clinotanypus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1603,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,,1,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
1604,St. Lawrence River,ON,Frontenac Axis,River,44.39027778,-75.90625,2006,10/25/2006,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,,2,0.0256,2.5604,Poor,Mini-Box Core,,,,225,,10.22,11.35,,8.39,11400,0.0098,0.5,
